account_id,principal_amount,outstanding_amount,dpd,risk_segment,status,loan_type,opened_at,timezone,success_payment_amount,success_payment_count,recovery_rate,dpd_band
ACC0000200,336676.45,415025.16,120,MEDIUM,WRITEOFF,AUTO,03-11-2024 19:32,UTC,0,0,0,91-180
ACC0000201,586933.22,117989.05,5,HIGH,CLOSED,CONSUMER,10-11-2024 13:03,UTC,121964.16,1,1.033690499,Jan-30
ACC0000202,119116.28,627162.37,15,MEDIUM,CLOSED,BNPL,09-11-2025 17:04,Asia/Kolkata,141038.43,1,0.224883438,Jan-30
ACC0000203,745793.36,413506.49,120,HIGH,CLOSED,PERSONAL,25-05-2025 11:29,Asia/Kolkata,0,0,0,91-180
ACC0000204,365987.49,385174.44,75,LOW,PAID,PERSONAL,12-03-2024 01:51,UTC,89324.93,1,0.23190773,61-90
ACC0000205,16197.46,362525.97,5,NPA,WRITEOFF,CREDIT_CARD,05-08-2024 09:54,Asia/Kolkata,0,0,0,Jan-30
ACC0000206,208436.85,564787.23,0,MEDIUM,PAID,AUTO,24-10-2024 08:15,UTC,128760.36,1,0.227980296,0
ACC0000207,269645.68,295938.99,75,LOW,PAID,CREDIT_CARD,19-10-2025 09:38,UTC,90867.1,1,0.307046733,61-90
ACC0000208,556875.44,566700.86,5,LOW,CLOSED,PERSONAL,08-03-2025 21:18,UTC,88714.98,1,0.156546401,Jan-30
ACC0000209,180185.66,581795.38,1,LOW,ACTIVE,CONSUMER,26-11-2024 05:48,UTC,21969.17,1,0.037760991,Jan-30
ACC0000210,208945.06,436602,15,NPA,WRITEOFF,AUTO,01-04-2025 21:15,Asia/Kolkata,0,0,0,Jan-30
ACC0000211,89394.27,599204.43,15,HIGH,ACTIVE,CONSUMER,12-12-2024 23:23,Asia/Kolkata,0,0,0,Jan-30
ACC0000212,745098.4,431693.88,5,LOW,ACTIVE,BNPL,09-06-2024 16:55,Asia/Dubai,82571.34,2,0.191272899,Jan-30
ACC0000213,371195.27,228095.34,15,HIGH,PAID,AUTO,30-09-2024 08:52,Asia/Dubai,0,0,0,Jan-30
ACC0000214,774430.45,112713.33,30,MEDIUM,PAID,PERSONAL,09-08-2024 10:08,UTC,0,0,0,Jan-30
ACC0000215,229134.08,215772.71,60,LOW,CLOSED,BNPL,17-07-2025 21:18,UTC,161343.44,2,0.747747201,31-60
ACC0000216,572426.9,355149.25,15,HIGH,ACTIVE,BNPL,05-09-2024 16:50,Asia/Kolkata,0,0,0,Jan-30
ACC0000217,278863.44,273488.65,5,LOW,CLOSED,PERSONAL,14-06-2024 20:51,Asia/Dubai,0,0,0,Jan-30
ACC0000218,790546.47,643135.8,180,HIGH,WRITEOFF,BNPL,29-06-2025 23:38,Asia/Kolkata,0,0,0,91-180
ACC0000219,133892.93,487463.19,120,MEDIUM,ACTIVE,CONSUMER,08-02-2025 13:10,Asia/Kolkata,161064.93,2,0.330414549,91-180
ACC0000220,754611.83,493742.35,60,MEDIUM,WRITEOFF,AUTO,07-01-2024 18:05,Asia/Kolkata,0,0,0,31-60
ACC0000221,674740.88,497026.32,15,HIGH,WRITEOFF,AUTO,26-06-2024 00:22,Asia/Dubai,0,0,0,Jan-30
ACC0000222,308818.62,75472.76,45,HIGH,PAID,CONSUMER,29-11-2024 16:35,Asia/Kolkata,0,0,0,31-60
ACC0000223,434811.15,456370.96,90,LOW,WRITEOFF,PERSONAL,19-08-2025 09:26,UTC,0,0,0,61-90
ACC0000224,658960.6,696044.1,30,NPA,PAID,PERSONAL,10-06-2024 13:50,UTC,12176.04,1,0.017493202,Jan-30
ACC0000225,216652.14,87702.45,180,NPA,PAID,CONSUMER,16-03-2024 12:26,Asia/Kolkata,0,0,0,91-180
ACC0000226,306328.29,697148.01,15,LOW,CLOSED,CREDIT_CARD,14-11-2024 08:26,Asia/Kolkata,16618.92,1,0.023838439,Jan-30
ACC0000227,682018.53,586049.69,180,LOW,CLOSED,AUTO,09-04-2024 16:11,Asia/Kolkata,0,0,0,91-180
ACC0000228,330729.29,45420.02,30,MEDIUM,CLOSED,CONSUMER,06-01-2024 07:24,Asia/Kolkata,0,0,0,Jan-30
ACC0000229,237928.33,272978.47,1,MEDIUM,CLOSED,AUTO,16-07-2025 03:54,UTC,91083.29,1,0.333664739,Jan-30
ACC0000230,48677.72,174382.46,60,LOW,WRITEOFF,BNPL,03-04-2025 00:28,Asia/Kolkata,180178.4,2,1.033236944,31-60
ACC0000231,266393.09,315245.25,45,LOW,CLOSED,PERSONAL,28-12-2024 11:58,Asia/Kolkata,123256.47,2,0.39098597,31-60
ACC0000232,428322.39,262676.41,60,LOW,CLOSED,BNPL,08-03-2024 11:10,Asia/Dubai,0,0,0,31-60
ACC0000233,441001.1,694921.67,30,HIGH,ACTIVE,AUTO,03-04-2024 04:00,Asia/Kolkata,0,0,0,Jan-30
ACC0000234,334452.04,287109.27,1,MEDIUM,WRITEOFF,CONSUMER,20-09-2024 20:33,UTC,0,0,0,Jan-30
ACC0000235,275519.59,534742.44,75,LOW,ACTIVE,CREDIT_CARD,03-06-2024 02:39,Asia/Dubai,38482.85,1,0.071965206,61-90
ACC0000236,598764.43,204028.1,30,HIGH,WRITEOFF,BNPL,25-02-2024 14:33,UTC,44365.77,1,0.217449312,Jan-30
ACC0000237,508809.67,431535.07,60,NPA,WRITEOFF,CONSUMER,03-06-2025 06:09,Asia/Dubai,58894.79,1,0.136477413,31-60
ACC0000238,142850.34,607130.5,15,MEDIUM,CLOSED,PERSONAL,20-02-2024 22:58,UTC,129371.01,1,0.213086,Jan-30
ACC0000239,635537.38,414986.21,45,NPA,CLOSED,PERSONAL,07-08-2025 08:57,UTC,0,0,0,31-60
ACC0000240,359581.93,136554.52,45,HIGH,ACTIVE,BNPL,13-01-2025 07:59,Asia/Dubai,0,0,0,31-60
ACC0000241,693153.48,242391.09,0,NPA,PAID,CREDIT_CARD,15-11-2025 23:02,Asia/Kolkata,123324.62,1,0.508783636,0
ACC0000242,799968.38,453096.13,45,HIGH,WRITEOFF,AUTO,21-05-2024 11:18,UTC,24827.03,1,0.054794178,31-60
ACC0000243,581982.19,496118.57,0,LOW,WRITEOFF,AUTO,10-04-2025 22:31,Asia/Kolkata,95483.52,1,0.192461088,0
ACC0000244,545792.01,232930.32,60,MEDIUM,ACTIVE,AUTO,06-05-2024 23:23,Asia/Dubai,0,0,0,31-60
ACC0000245,638187.37,418994.38,75,HIGH,WRITEOFF,AUTO,10-02-2025 21:00,Asia/Dubai,26888.29,1,0.064173391,61-90
ACC0000246,464742.72,527246.45,75,HIGH,CLOSED,AUTO,01-09-2025 04:12,UTC,136528.87,2,0.258946969,61-90
ACC0000247,115692.88,379834.66,15,MEDIUM,CLOSED,CREDIT_CARD,22-01-2025 22:42,Asia/Dubai,0,0,0,Jan-30
ACC0000248,640133.24,354402.86,90,LOW,ACTIVE,AUTO,20-08-2024 02:12,Asia/Kolkata,119653.18,1,0.337619115,61-90
ACC0000249,88768.52,575735.3,90,LOW,PAID,AUTO,02-06-2025 18:53,UTC,46694.2,2,0.08110359,61-90
ACC0000250,174846.74,489877.28,45,MEDIUM,CLOSED,CREDIT_CARD,16-05-2024 03:03,Asia/Dubai,85502.72,2,0.17453906,31-60
ACC0000251,446968.03,4863.64,180,NPA,PAID,PERSONAL,03-01-2024 10:45,Asia/Kolkata,61768.36,1,12.70002714,91-180
ACC0000252,765353.91,251164.92,75,HIGH,PAID,CREDIT_CARD,26-12-2024 11:26,Asia/Dubai,0,0,0,61-90
ACC0000253,670171.06,302649.82,120,NPA,WRITEOFF,CREDIT_CARD,07-09-2025 21:28,Asia/Kolkata,0,0,0,91-180
ACC0000254,41845.65,444440.18,60,LOW,WRITEOFF,CONSUMER,27-10-2024 06:33,Asia/Dubai,72037.83,1,0.162086673,31-60
ACC0000255,638231.06,409475.16,30,NPA,PAID,BNPL,30-04-2025 11:40,Asia/Dubai,0,0,0,Jan-30
ACC0000256,780485.57,9404.83,30,MEDIUM,ACTIVE,PERSONAL,14-07-2025 20:08,UTC,0,0,0,Jan-30
ACC0000257,38652.14,154901.38,75,LOW,CLOSED,PERSONAL,25-07-2024 03:31,UTC,89064.06,1,0.57497267,61-90
ACC0000258,211686.96,616272.87,90,HIGH,PAID,CREDIT_CARD,10-10-2025 08:08,Asia/Kolkata,0,0,0,61-90
ACC0000259,364526.42,107093.23,90,NPA,PAID,AUTO,18-11-2025 21:08,Asia/Dubai,79538.52,1,0.74270353,61-90
ACC0000260,151528.96,333219.17,75,HIGH,WRITEOFF,CONSUMER,16-05-2025 19:50,Asia/Kolkata,2696.91,1,0.008093502,61-90
ACC0000261,568475.75,261754.31,1,MEDIUM,PAID,AUTO,27-11-2024 14:24,Asia/Kolkata,51882.33,1,0.198210031,Jan-30
ACC0000262,362255.72,659021.87,75,MEDIUM,CLOSED,AUTO,13-09-2024 23:33,Asia/Kolkata,0,0,0,61-90
ACC0000263,212829.87,689055.89,5,NPA,CLOSED,CREDIT_CARD,19-03-2025 04:55,UTC,0,0,0,Jan-30
ACC0000264,324046.49,599191.71,30,LOW,ACTIVE,CONSUMER,06-06-2025 21:26,UTC,0,0,0,Jan-30
ACC0000265,365643.19,356814.96,0,MEDIUM,CLOSED,AUTO,19-10-2024 22:46,Asia/Kolkata,0,0,0,0
ACC0000266,444810.93,38402.71,75,LOW,CLOSED,BNPL,11-10-2024 14:15,Asia/Dubai,0,0,0,61-90
ACC0000267,436395.55,490223.39,45,MEDIUM,WRITEOFF,CREDIT_CARD,22-03-2025 19:48,Asia/Dubai,37935.87,1,0.077384863,31-60
ACC0000268,59171.95,248654.72,15,LOW,PAID,BNPL,03-06-2024 08:20,Asia/Dubai,43414.26,1,0.174596565,Jan-30
ACC0000269,42756.72,322688.33,45,MEDIUM,CLOSED,CREDIT_CARD,30-09-2025 23:53,UTC,45532.54,2,0.14110377,31-60
ACC0000270,713450.38,199160.35,90,MEDIUM,CLOSED,BNPL,28-01-2025 18:36,Asia/Kolkata,0,0,0,61-90
ACC0000271,680238.41,625797.59,45,LOW,PAID,CREDIT_CARD,07-03-2025 11:54,UTC,0,0,0,31-60
ACC0000272,298475.81,427594.25,5,NPA,PAID,PERSONAL,22-05-2025 04:39,Asia/Dubai,16279.4,1,0.038072074,Jan-30
ACC0000273,25486.8,224239.95,60,LOW,PAID,CONSUMER,20-11-2024 04:13,UTC,0,0,0,31-60
ACC0000274,284284.97,343147.49,180,LOW,CLOSED,AUTO,18-04-2025 02:39,UTC,0,0,0,91-180
ACC0000275,103313.96,230121.96,1,HIGH,WRITEOFF,BNPL,25-04-2024 01:05,UTC,43536.92,1,0.189190636,Jan-30
ACC0000276,500565.73,47499.77,90,NPA,ACTIVE,AUTO,24-10-2025 14:37,Asia/Dubai,0,0,0,61-90
ACC0000277,276795.91,25811.33,120,LOW,CLOSED,CONSUMER,13-12-2024 17:05,UTC,0,0,0,91-180
ACC0000278,519574.07,426773.51,120,MEDIUM,WRITEOFF,AUTO,01-09-2024 22:18,Asia/Dubai,0,0,0,91-180
ACC0000279,788741.99,269049.57,90,MEDIUM,WRITEOFF,CREDIT_CARD,08-07-2025 10:52,UTC,0,0,0,61-90
ACC0000280,395536.99,87019.33,45,MEDIUM,PAID,BNPL,03-09-2024 16:28,UTC,0,0,0,31-60
ACC0000281,559364.78,257309.54,120,NPA,ACTIVE,PERSONAL,27-10-2025 19:39,Asia/Dubai,0,0,0,91-180
ACC0000282,717426.6,460400.52,1,LOW,CLOSED,PERSONAL,11-01-2025 20:30,Asia/Kolkata,0,0,0,Jan-30
ACC0000283,505899.44,155161.33,90,HIGH,WRITEOFF,CONSUMER,24-01-2024 09:26,Asia/Dubai,85233.31,1,0.549320568,61-90
ACC0000284,161537,283487.04,90,NPA,PAID,CONSUMER,17-09-2024 01:26,Asia/Kolkata,0,0,0,61-90
ACC0000285,191529.21,138592.11,0,NPA,CLOSED,BNPL,21-04-2024 06:46,UTC,86417.16,1,0.623535929,0
ACC0000286,652917.37,479005.36,75,MEDIUM,ACTIVE,BNPL,21-09-2025 10:34,UTC,144876.97,1,0.302453755,61-90
ACC0000287,278676.71,382895.12,5,NPA,PAID,PERSONAL,24-09-2024 12:08,Asia/Dubai,0,0,0,Jan-30
ACC0000288,606128.54,508389.62,5,LOW,ACTIVE,PERSONAL,26-09-2024 07:21,UTC,0,0,0,Jan-30
ACC0000289,772209.2,594930.34,30,NPA,WRITEOFF,CREDIT_CARD,12-08-2024 14:37,Asia/Kolkata,30537.03,1,0.051328749,Jan-30
ACC0000290,583756.21,525445.15,180,LOW,WRITEOFF,BNPL,17-06-2025 05:32,UTC,0,0,0,91-180
ACC0000291,656243.55,300005.7,1,HIGH,PAID,CREDIT_CARD,20-07-2024 09:32,Asia/Dubai,137937.2,1,0.459781931,Jan-30
ACC0000292,15639.61,399554.82,45,LOW,CLOSED,AUTO,03-09-2024 14:45,UTC,57680.77,1,0.144362593,31-60
ACC0000293,299968.36,132624.3,45,HIGH,WRITEOFF,AUTO,06-02-2024 10:20,Asia/Dubai,94515.86,1,0.712658691,31-60
ACC0000294,424995.19,600089.91,120,NPA,CLOSED,BNPL,11-04-2024 17:48,UTC,0,0,0,91-180
ACC0000295,675246.4,427412.51,75,NPA,CLOSED,CONSUMER,19-07-2024 20:06,UTC,0,0,0,61-90
ACC0000296,527680.35,480209.2,60,LOW,WRITEOFF,BNPL,18-11-2025 16:01,UTC,197865.43,2,0.412040065,31-60
ACC0000297,210479.6,84982.78,15,MEDIUM,CLOSED,BNPL,24-07-2024 20:10,Asia/Kolkata,0,0,0,Jan-30
ACC0000298,716257.96,388448.35,0,MEDIUM,ACTIVE,CONSUMER,31-08-2024 22:59,Asia/Kolkata,0,0,0,0
ACC0000299,593878.11,340736.96,45,NPA,PAID,AUTO,24-06-2024 19:22,UTC,0,0,0,31-60
ACC0000300,262963.8,79696.68,5,HIGH,ACTIVE,BNPL,13-11-2025 06:35,Asia/Kolkata,0,0,0,Jan-30
ACC0000301,402455.33,56446.5,1,LOW,PAID,CONSUMER,10-01-2024 23:20,Asia/Kolkata,0,0,0,Jan-30
ACC0000302,39609.53,665354.25,45,HIGH,PAID,CREDIT_CARD,08-03-2024 06:00,Asia/Kolkata,0,0,0,31-60
ACC0000303,707302.51,80118.48,45,MEDIUM,CLOSED,BNPL,14-03-2024 15:30,Asia/Kolkata,91175.25,1,1.138005239,31-60
ACC0000304,647266.99,246761.73,1,LOW,CLOSED,PERSONAL,20-10-2024 10:59,UTC,0,0,0,Jan-30
ACC0000305,405807.02,154052.28,15,NPA,CLOSED,BNPL,16-07-2024 20:06,Asia/Dubai,74719.7,3,0.4850282,Jan-30
ACC0000306,612766.43,438457.51,180,HIGH,PAID,PERSONAL,22-06-2024 21:33,Asia/Dubai,0,0,0,91-180
ACC0000307,689475.36,163392.95,75,MEDIUM,WRITEOFF,BNPL,11-05-2025 09:32,UTC,0,0,0,61-90
ACC0000308,84793.51,101441.07,75,HIGH,WRITEOFF,CREDIT_CARD,07-02-2024 01:25,Asia/Kolkata,138858.9,2,1.36886273,61-90
ACC0000309,500354.24,296281.61,60,HIGH,CLOSED,BNPL,31-10-2025 01:24,Asia/Kolkata,49065.85,1,0.165605452,31-60
ACC0000310,269487.03,414799.12,15,NPA,ACTIVE,PERSONAL,09-08-2024 22:37,Asia/Dubai,0,0,0,Jan-30
ACC0000311,427978.49,305097.97,0,NPA,PAID,CONSUMER,14-10-2024 15:25,UTC,0,0,0,0
ACC0000312,197573.79,233842.42,15,HIGH,CLOSED,CONSUMER,04-12-2024 10:20,Asia/Dubai,6277.32,1,0.026844231,Jan-30
ACC0000313,466820.31,390776.39,5,MEDIUM,ACTIVE,BNPL,11-04-2025 14:09,UTC,0,0,0,Jan-30
ACC0000314,763157.55,562999.4,0,NPA,ACTIVE,BNPL,11-10-2024 14:30,UTC,87306.82,1,0.155074446,0
ACC0000315,699440.03,612475.97,60,HIGH,CLOSED,AUTO,19-11-2025 22:55,Asia/Dubai,19387.92,1,0.031654989,31-60
ACC0000316,783656.31,247379.01,120,NPA,CLOSED,CONSUMER,09-02-2025 11:33,Asia/Dubai,0,0,0,91-180
ACC0000317,731225.1,80894.05,90,HIGH,WRITEOFF,BNPL,15-03-2025 18:39,UTC,0,0,0,61-90
ACC0000318,651764.58,645614.69,15,LOW,ACTIVE,BNPL,23-07-2025 18:09,UTC,0,0,0,Jan-30
ACC0000319,525212.11,66203.94,30,LOW,PAID,CREDIT_CARD,21-12-2024 10:14,Asia/Kolkata,211807.16,2,3.199313515,Jan-30
ACC0000320,581688.52,68560.15,1,NPA,ACTIVE,CONSUMER,16-06-2024 22:16,Asia/Kolkata,0,0,0,Jan-30
ACC0000321,662499.44,262323.32,60,NPA,CLOSED,AUTO,22-12-2024 12:09,Asia/Kolkata,16036.88,1,0.061134023,31-60
ACC0000322,698409,340772.52,15,MEDIUM,WRITEOFF,BNPL,05-08-2025 05:48,UTC,0,0,0,Jan-30
ACC0000323,310190.28,589734.32,90,MEDIUM,ACTIVE,AUTO,29-04-2024 01:22,Asia/Dubai,0,0,0,61-90
ACC0000324,380925.16,522154.56,15,LOW,CLOSED,CONSUMER,11-05-2025 00:56,Asia/Kolkata,113227.95,1,0.216847575,Jan-30
ACC0000325,72702.78,182884.37,15,LOW,PAID,CONSUMER,01-10-2024 09:57,Asia/Kolkata,0,0,0,Jan-30
ACC0000326,208361.35,420047.54,75,LOW,ACTIVE,BNPL,23-02-2024 15:46,UTC,40351.44,1,0.096063984,61-90
ACC0000327,685630.27,506082.48,5,LOW,ACTIVE,CREDIT_CARD,04-06-2024 08:34,Asia/Dubai,37055.46,1,0.073220199,Jan-30
ACC0000328,207674.16,371192.88,180,LOW,ACTIVE,PERSONAL,27-08-2025 05:30,UTC,0,0,0,91-180
ACC0000329,362411.62,640698.03,1,HIGH,PAID,CREDIT_CARD,23-04-2024 11:55,UTC,0,0,0,Jan-30
ACC0000330,346668.24,343100.82,15,NPA,ACTIVE,CREDIT_CARD,14-11-2024 02:18,Asia/Dubai,17000.16,1,0.049548585,Jan-30
ACC0000331,692181.89,366485.76,0,HIGH,PAID,CONSUMER,14-10-2025 04:21,Asia/Dubai,0,0,0,0
ACC0000332,377973.37,334833.3,45,LOW,WRITEOFF,PERSONAL,05-08-2024 17:05,Asia/Dubai,46969.39,1,0.140276938,31-60
ACC0000333,420645.84,199629.72,60,NPA,ACTIVE,CREDIT_CARD,17-02-2025 23:11,Asia/Dubai,137222.44,1,0.687384824,31-60
ACC0000334,309980.16,203574.22,0,LOW,WRITEOFF,CREDIT_CARD,13-02-2025 11:58,Asia/Kolkata,0,0,0,0
ACC0000335,690575.97,212753.38,5,NPA,ACTIVE,BNPL,14-01-2025 08:01,Asia/Dubai,0,0,0,Jan-30
ACC0000336,356378.57,328927.9,90,LOW,WRITEOFF,PERSONAL,30-04-2025 21:07,UTC,0,0,0,61-90
ACC0000337,534993.71,304392.24,75,LOW,CLOSED,BNPL,20-07-2024 22:54,Asia/Dubai,0,0,0,61-90
ACC0000338,290683.85,589872.45,90,MEDIUM,WRITEOFF,AUTO,21-01-2024 01:01,Asia/Kolkata,0,0,0,61-90
ACC0000339,295106.57,207850,5,MEDIUM,PAID,PERSONAL,09-07-2025 14:39,Asia/Kolkata,0,0,0,Jan-30
ACC0000340,241519.59,435583.46,15,MEDIUM,ACTIVE,CREDIT_CARD,26-07-2025 15:33,Asia/Kolkata,26294.91,1,0.060367099,Jan-30
ACC0000341,112482.34,370838.13,180,HIGH,WRITEOFF,BNPL,14-12-2024 15:16,Asia/Dubai,21977.61,1,0.059264699,91-180
ACC0000342,76888.03,154020.6,5,MEDIUM,WRITEOFF,CREDIT_CARD,23-02-2025 11:54,UTC,30123.97,1,0.195584032,Jan-30
ACC0000343,650295.76,631084.68,30,MEDIUM,PAID,CONSUMER,23-01-2025 10:52,UTC,0,0,0,Jan-30
ACC0000344,694352.17,124184.06,75,MEDIUM,PAID,AUTO,20-11-2024 12:57,UTC,161324.04,2,1.299072039,61-90
ACC0000345,698525.33,335549.77,75,LOW,ACTIVE,CONSUMER,15-10-2024 08:11,Asia/Dubai,0,0,0,61-90
ACC0000346,127151.7,618898.43,30,HIGH,ACTIVE,AUTO,04-09-2024 01:24,Asia/Dubai,0,0,0,Jan-30
ACC0000347,193305.95,376543.19,5,LOW,ACTIVE,CONSUMER,12-06-2025 15:59,UTC,0,0,0,Jan-30
ACC0000348,689701.48,141708.94,5,NPA,ACTIVE,PERSONAL,10-02-2024 17:35,Asia/Dubai,0,0,0,Jan-30
ACC0000349,479466.68,503792.31,45,NPA,PAID,PERSONAL,09-03-2024 10:01,Asia/Dubai,0,0,0,31-60
ACC0000350,68405.85,573753.66,90,NPA,WRITEOFF,PERSONAL,27-07-2025 04:03,Asia/Kolkata,223910.43,2,0.390255341,61-90
ACC0000351,57192.62,538313.48,75,HIGH,ACTIVE,PERSONAL,29-12-2024 21:07,Asia/Dubai,22717.81,1,0.042201823,61-90
ACC0000352,505518.28,443758.33,15,HIGH,WRITEOFF,BNPL,02-10-2024 09:56,UTC,12906.05,1,0.02908351,Jan-30
ACC0000353,699035.32,675424.16,75,HIGH,WRITEOFF,CREDIT_CARD,09-10-2024 13:41,Asia/Dubai,0,0,0,61-90
ACC0000354,353282.32,614425.68,60,MEDIUM,PAID,PERSONAL,27-01-2025 10:29,Asia/Dubai,0,0,0,31-60
ACC0000355,550781.69,57553.44,1,MEDIUM,PAID,AUTO,17-05-2024 13:18,Asia/Kolkata,0,0,0,Jan-30
ACC0000356,329272.42,224110.29,120,NPA,WRITEOFF,BNPL,25-06-2024 08:26,UTC,0,0,0,91-180
ACC0000357,293970.48,188662.53,0,NPA,ACTIVE,CREDIT_CARD,25-07-2024 09:08,UTC,128466.94,1,0.680935107,0
ACC0000358,218614,73388.1,60,MEDIUM,ACTIVE,CREDIT_CARD,20-08-2025 18:49,Asia/Dubai,0,0,0,31-60
ACC0000359,261729.8,1461.41,180,MEDIUM,ACTIVE,BNPL,06-10-2025 09:47,Asia/Kolkata,0,0,0,91-180
ACC0000360,572201.79,147041.44,45,HIGH,ACTIVE,AUTO,01-11-2025 14:56,Asia/Kolkata,24022.43,1,0.163371836,31-60
ACC0000361,583997.46,399581.13,75,HIGH,WRITEOFF,PERSONAL,30-05-2025 19:08,Asia/Kolkata,75887.44,1,0.189917477,61-90
ACC0000362,693243.6,646012.53,120,LOW,PAID,AUTO,28-11-2024 10:08,UTC,0,0,0,91-180
ACC0000363,310834.6,450723.5,90,MEDIUM,ACTIVE,BNPL,25-06-2025 21:06,Asia/Kolkata,0,0,0,61-90
ACC0000364,343294.68,423167.12,75,MEDIUM,WRITEOFF,PERSONAL,16-02-2025 07:00,UTC,42678.16,1,0.10085415,61-90
ACC0000365,529134.16,135205.92,180,MEDIUM,ACTIVE,CREDIT_CARD,12-02-2025 12:13,UTC,111251.78,1,0.822832166,91-180
ACC0000366,397107.39,619387.47,75,NPA,ACTIVE,BNPL,08-03-2024 13:56,UTC,149851.03,1,0.241934229,61-90
ACC0000367,341546.52,483817.98,180,MEDIUM,WRITEOFF,CREDIT_CARD,12-09-2025 08:10,Asia/Kolkata,0,0,0,91-180
ACC0000368,491392.17,672234.82,30,HIGH,PAID,PERSONAL,13-01-2024 07:19,UTC,0,0,0,Jan-30
ACC0000369,702184.44,433980.21,45,HIGH,PAID,CONSUMER,24-08-2025 21:54,Asia/Dubai,0,0,0,31-60
ACC0000370,624569.5,436544.79,15,MEDIUM,CLOSED,CONSUMER,21-02-2024 01:57,Asia/Kolkata,107675.74,1,0.246654507,Jan-30
ACC0000371,790839.86,125803.63,180,HIGH,ACTIVE,CREDIT_CARD,19-11-2025 16:43,UTC,0,0,0,91-180
ACC0000372,230423.03,403393.03,30,HIGH,PAID,BNPL,12-05-2024 22:38,Asia/Dubai,0,0,0,Jan-30
ACC0000373,322475.22,235805.18,1,MEDIUM,PAID,AUTO,25-02-2025 19:02,UTC,0,0,0,Jan-30
ACC0000374,20484.84,644660.66,30,MEDIUM,WRITEOFF,AUTO,21-11-2025 13:09,Asia/Kolkata,112093.49,2,0.173879836,Jan-30
ACC0000375,118934.3,554871.64,75,MEDIUM,CLOSED,AUTO,09-07-2025 17:19,Asia/Kolkata,71839.26,1,0.129470052,61-90
ACC0000376,737607.28,113769.74,60,HIGH,WRITEOFF,CREDIT_CARD,25-06-2024 00:02,Asia/Dubai,0,0,0,31-60
ACC0000377,400725.61,660078.32,120,HIGH,CLOSED,PERSONAL,15-12-2024 00:22,UTC,0,0,0,91-180
ACC0000378,420126.61,653379.11,5,MEDIUM,WRITEOFF,CREDIT_CARD,09-10-2024 13:04,UTC,332721.24,3,0.509231524,Jan-30
ACC0000379,452888.3,78869.65,5,LOW,CLOSED,BNPL,09-02-2025 02:42,Asia/Kolkata,18292.79,1,0.231937,Jan-30
ACC0000380,231783.5,277117.45,180,MEDIUM,ACTIVE,PERSONAL,12-04-2025 15:18,UTC,0,0,0,91-180
ACC0000381,148923.09,544708.74,1,HIGH,CLOSED,PERSONAL,16-07-2024 04:10,UTC,320059.2,3,0.587578602,Jan-30
ACC0000382,189071.63,594654.02,30,MEDIUM,CLOSED,CREDIT_CARD,14-08-2024 11:06,UTC,28340.06,1,0.047658065,Jan-30
ACC0000383,691982.65,396405.12,0,NPA,PAID,AUTO,06-04-2025 12:19,Asia/Kolkata,0,0,0,0
ACC0000384,394564.75,42378.18,90,NPA,CLOSED,PERSONAL,14-11-2024 03:05,UTC,80294.09,1,1.894703595,61-90
ACC0000385,478334.29,274711.72,0,HIGH,CLOSED,AUTO,12-08-2024 23:54,Asia/Dubai,0,0,0,0
ACC0000386,18565.96,374404.11,120,NPA,CLOSED,CREDIT_CARD,27-10-2025 03:21,Asia/Kolkata,0,0,0,91-180
ACC0000387,105055.24,480771.45,5,NPA,CLOSED,CREDIT_CARD,09-03-2025 06:36,Asia/Kolkata,109982.03,1,0.228761566,Jan-30
ACC0000388,644216.02,677988.06,1,HIGH,PAID,BNPL,14-05-2024 19:10,Asia/Dubai,0,0,0,Jan-30
ACC0000389,16359.75,656962.74,0,NPA,PAID,CREDIT_CARD,13-06-2024 20:48,Asia/Dubai,0,0,0,0
ACC0000390,170354.48,255167.87,90,HIGH,CLOSED,PERSONAL,06-02-2024 07:10,UTC,0,0,0,61-90
ACC0000391,114500.19,125952.38,45,LOW,PAID,CONSUMER,25-04-2024 13:40,Asia/Dubai,107223.26,1,0.851299991,31-60
ACC0000392,549964.66,414000.43,90,HIGH,PAID,BNPL,15-10-2024 11:06,Asia/Dubai,0,0,0,61-90
ACC0000393,148089.27,664155.17,30,LOW,ACTIVE,PERSONAL,03-03-2024 20:13,Asia/Kolkata,23183.02,1,0.03490603,Jan-30
ACC0000394,108664.36,544086.49,90,MEDIUM,CLOSED,PERSONAL,04-04-2024 16:02,Asia/Dubai,29865.53,1,0.054891144,61-90
ACC0000395,769681.61,547345.02,15,NPA,WRITEOFF,PERSONAL,26-08-2025 10:13,Asia/Dubai,14230.64,1,0.025999396,Jan-30
ACC0000396,753564.79,330202.69,1,MEDIUM,ACTIVE,BNPL,24-03-2024 13:32,Asia/Kolkata,0,0,0,Jan-30
ACC0000397,588551.07,12127.29,120,LOW,PAID,CREDIT_CARD,14-02-2024 16:27,Asia/Kolkata,50753.46,1,4.185061955,91-180
ACC0000398,594574.03,696622.97,15,MEDIUM,PAID,AUTO,25-01-2025 19:53,UTC,88813.34,2,0.12749126,Jan-30
ACC0000399,789413.41,394631.67,30,MEDIUM,ACTIVE,BNPL,08-03-2024 01:57,UTC,51423.9,1,0.130308599,Jan-30
ACC0000400,360584.18,419280.32,0,HIGH,CLOSED,CONSUMER,03-03-2025 00:12,Asia/Kolkata,0,0,0,0
